ticker,company_name,current_yield,avg_yield_5y,yield_gap_ratio,market_cap,equity_ratio,consecutive_no_cut_years,per,pbr,payout_ratio,last_updated,data_quality_flag,y1_fiscal_year,y1_dividend_per_share,y1_yield,y1_is_missing,y2_fiscal_year,y2_dividend_per_share,y2_yield,y2_is_missing,y3_fiscal_year,y3_dividend_per_share,y3_yield,y3_is_missing,y4_fiscal_year,y4_dividend_per_share,y4_yield,y4_is_missing,y5_fiscal_year,y5_dividend_per_share,y5_yield,y5_is_missing
1301.T,極洋,0.027777777777777776,0.026985455616345404,0.029361081491336982,55597826048.0,36.117766288839384,9,8.125988,0.7026582,26.040000000000003,2026-09-24,,2021,70.0,0.026185467303098703,False,2022,90.0,0.02658228751746572,False,2023,100.0,0.028921525085115852,False,2024,100.0,0.025774519269977016,False,2025,130.0,0.027463478906069722,False
130A.T,Ｖｅｒｉｔａｓ　Ｉｎ　Ｓｉｌｉｃｏ,0.0,0.0,0.0,2808920320.0,94.63974976020101,0,,2.0103068,0.0,2026-09-24,no_dividend_history,2021,0.0,0.0,True,2022,0.0,0.0,True,2023,0.0,0.0,True,2024,0.0,0.0,True,2025,0.0,0.0,True
1332.T,ニッスイ,0.02594033722438392,0.02787086390286812,-0.06926684028210317,350733893632.0,40.04221430296367,9,12.831466,1.1476619,35.49,2026-09-24,,2021,10.5,0.022043235401411454,False,2022,16.0,0.03227581202181164,False,2023,20.0,0.028271590175139256,False,2024,26.0,0.030194476032092687,False,2025,30.0,0.026569205883885564,False
1333.T,Ｕｍｉｏｓ,0.02845686301901436,0.029384474796719802,-0.031568091113508445,194799681536.0,32.89016126071236,7,8.783232,0.7857891,30.44,2026-09-24,,2021,13.333333,0.019244846025253223,False,2022,18.333332,0.024806545966096414,False,2023,33.333335000000005,0.03916173623969621,False,2024,33.333336,0.03465544635492166,False,2025,36.666668,0.0290537993976315,False
135A.T,ＶＲＡＩＮ　Ｓｏｌｕｔｉｏｎ,0.0,0.0,0.0,50408239104.0,64.82115085536547,0,77.87989,24.16504,0.0,2026-09-24,no_dividend_history,2021,0.0,0.0,True,2022,0.0,0.0,True,2023,0.0,0.0,True,2024,0.0,0.0,True,2025,0.0,0.0,True
1375.T,ユキグニファクトリー,0.013617021276595745,0.02100040097916129,-0.35158279643765267,46862319616.0,39.19227299262326,2,15.84412,3.4173665,31.009999999999998,2026-09-24,,2021,42.0,0.03797896753954211,False,2022,30.0,0.031304655529371395,False,2023,7.0,0.007820526126222452,False,2024,13.0,0.01241482121869395,False,2025,16.0,0.015483034481976543,False
1376.T,カネコ種苗,0.02367601246105919,0.023170552275989503,0.021814766391799356,17600507904.0,49.35777791577781,8,13.368316,0.65811056,39.98,2026-09-24,,2021,28.0,0.020892804508508653,False,2022,29.0,0.02231970977462512,False,2023,31.0,0.023893817632755245,False,2024,33.0,0.024734835872868347,False,2025,38.0,0.024011593591190154,False
1377.T,サカタのタネ,0.018223234624145785,0.015884607596894966,0.14722598672868448,184997724160.0,82.32477465425458,6,15.433291,1.0395432,29.880000000000003,2026-09-24,,2021,36.0,0.011870963171322144,False,2022,47.0,0.011515211004434067,False,2023,60.0,0.016184462836651117,False,2024,70.0,0.020891582073926704,False,2025,80.0,0.018960818898140802,False
1379.T,ホクト,0.023674242424242424,0.030065152554452447,-0.21256869123265343,66249584640.0,57.08720960906037,2,11.010897,1.0270615,28.67,2026-09-24,,2021,60.0,0.035771540723459616,False,2022,60.0,0.03523932695122395,False,2023,40.0,0.024875365068452802,False,2024,50.0,0.02915758636119729,False,2025,50.0,0.02528194366792858,False
137A.T,Ｃｏｃｏｌｉｖｅ,0.0,0.0,0.0,2052155392.0,87.21976455542921,0,15.332607,5.745013,0.0,2026-09-24,no_dividend_history,2021,0.0,0.0,True,2022,0.0,0.0,True,2023,0.0,0.0,True,2024,0.0,0.0,True,2025,0.0,0.0,True
1380.T,秋川牧園,0.01002004008016032,0.00902546290143695,0.11019680536995202,4160783872.0,31.215322526406542,9,192.29286,0.18990874,191.2,2026-09-24,,2021,5.0,0.004878359022927573,False,2022,10.0,0.009936403741119081,False,2023,10.0,0.01002573991233352,False,2024,10.0,0.010274319437646564,False,2025,10.0,0.010012492393158016,False
1381.T,アクシーズ,0.03155680224403927,0.03474723779597041,-0.09181839346957033,20019863552.0,86.13758723828514,9,6.843793,0.8312862,23.040001,2026-09-24,,2021,85.0,0.030839936513099443,False,2022,95.0,0.03757896149875468,False,2023,96.5,0.037184560971488805,False,2024,98.5,0.04003788085908136,False,2025,112.5,0.028094849137427772,False
1382.T,ホーブ,0.05649717514124294,0.023593915103436204,1.3945655010437297,674033728.0,70.69412633566733,2,,0.97686327,154.13,2026-09-24,,2021,0.0,0.0,True,2022,55.0,0.035525135476242684,False,2023,50.0,0.024014840420916363,False,2024,50.0,0.02954743799330191,False,2025,50.0,0.02888216162672006,False
1383.T,ベルグアース,0.0032733224222585926,0.003294011498690938,-0.006280814878930174,4889087488.0,34.922567578518866,9,46.358116,2.2771723,15.18,2026-09-24,,2021,10.0,0.003753644017634429,False,2022,10.0,0.00347490193539991,False,2023,10.0,0.0029563611928513224,False,2024,10.0,0.0031552598937349143,False,2025,10.0,0.003129890453834116,False
1384.T,ホクリヨウ,0.03277153558052434,0.025025698601012298,0.30951531475723604,18068078592.0,74.85684984189386,6,4.677338,1.8248987,28.470000000000002,2026-09-24,,2021,10.0,0.017025735733854,False,2022,15.0,0.025034874223593944,False,2023,20.0,0.02247589147178884,False,2024,40.0,0.03633037088399283,False,2025,70.0,0.02426162069183189,False
138A.T,光フードサービス,0.012861736334405145,0.0063267638621581825,1.0329091798943408,3085120000.0,49.3908425057568,1,20.424246,2.1920133,26.26,2026-09-24,,2021,0.0,0.0,True,2022,0.0,0.0,True,2023,0.0,0.0,True,2024,40.0,0.017035279164805513,False,2025,40.0,0.014598540145985401,False
1401.T,エムビーエス,0.009454545454545455,0.009922223628959923,-0.04713441179147171,9531365376.0,75.9130836710307,4,16.971119,2.4556684,18.5,2026-09-24,,2021,3.0,0.0067425630258239255,False,2022,5.0,0.011243401947090406,False,2023,6.0,0.010518198685717349,False,2024,8.0,0.011270632414968946,False,2025,13.0,0.00983632207119899,False
1407.T,ウエストホールディングス,0.029707495429616086,0.025253595857568218,0.17636694580716838,86774226944.0,24.384365785682547,8,16.777855,2.475155,76.73,2026-09-24,,2021,50.0,0.009933768731192897,False,2022,55.0,0.014083849292059636,False,2023,55.0,0.01965638153134276,False,2024,65.0,0.038580860768797264,False,2025,65.0,0.044013118964448546,False
1414.T,ショーボンドホールディングス,0.038316831683168316,0.027851773304434523,0.3757411876200918,253172350976.0,81.37586620727033,9,16.603104,2.367846,60.129999999999995,2026-09-24,,2021,28.875,0.025428888896533455,False,2022,30.0,0.02380913167779006,False,2023,32.5,0.02262872445609765,False,2024,37.0,0.030104909905963873,False,2025,48.375,0.0372872115857876,False
1417.T,ミライト・ワン,0.022352612461581448,0.032284265926704865,-0.30763138575525617,311677321216.0,48.73428869902492,9,13.671785,1.1413479,32.47,2026-09-24,,2021,45.0,0.027486925926895247,False,2022,60.0,0.04415084008039707,False,2023,60.0,0.03491730689188443,False,2024,70.0,0.0317594716266029,False,2025,80.0,0.023106785107744693,False
1418.T,インターライフホールディングス,0.05128205128205128,0.03251755533802831,0.5770574001938718,8923559936.0,50.44755495681854,9,10.92437,1.8593919,56.00000000000001,2026-09-24,,2021,4.0,0.030516787993513973,False,2022,4.0,0.030512223675606492,False,2023,5.0,0.0280283164004142,False,2024,8.0,0.028695040323940102,False,2025,30.0,0.04483540829666679,False
1419.T,タマホーム,0.06738078783690393,0.05160659776081748,0.30566227499040965,83891732480.0,34.31211546468057,4,69.13521,2.8275883,298.61,2026-09-24,,2021,60.0,0.032319748785494304,False,2022,125.0,0.059209301411193564,False,2023,180.0,0.052100189976875454,False,2024,190.0,0.05800293964836761,False,2025,195.0,0.05640080898215648,False
141A.T,トライアルホールディングス,0.004407713498622589,0.0021648546565575465,1.0360320658346343,445664100352.0,42.00137869942687,1,127.50264,3.4046147,59.540004,2026-09-24,,2021,0.0,0.0,True,2022,0.0,0.0,True,2023,0.0,0.0,True,2024,15.0,0.005633087937050242,False,2025,16.0,0.005191185345737491,False
1420.T,サンヨーホームズ,0.039619651347068144,0.038259862862519464,0.03554086143577817,7825465856.0,35.592429918553,9,5.1438823,0.48418906,20.380000000000003,2026-09-24,,2021,25.0,0.040221489214385744,False,2022,25.0,0.04069653874745671,False,2023,25.0,0.03750213101098457,False,2024,25.0,0.036570253099007535,False,2025,25.0,0.03630890224076277,False
1429.T,日本アクア,0.04375,0.038425806868878344,0.1385577445202275,25727623168.0,45.07451516701631,9,13.454423,2.2810414,58.86,2026-09-24,,2021,20.0,0.03381814470198741,False,2022,24.0,0.032706781082508816,False,2023,32.0,0.039216155600820514,False,2024,34.0,0.045831753654324105,False,2025,35.0,0.04055619930475087,False
142A.T,ジンジブ,0.0,0.0,0.0,2681499648.0,25.067003522570158,0,14.704476,4.568154,0.0,2026-09-24,no_dividend_history,2021,0.0,0.0,True,2022,0.0,0.0,True,2023,0.0,0.0,True,2024,0.0,0.0,True,2025,0.0,0.0,True
1430.T,ファーストコーポレーション,0.03932584269662921,0.05160234098155947,-0.23790584015010807,12806027264.0,34.52190567309811,1,6.7969193,1.1491408,30.55,2026-09-24,,2021,38.0,0.06371133421393775,False,2022,32.0,0.05400120714978751,False,2023,35.0,0.05495850941144347,False,2024,31.0,0.040272953162504094,False,2025,42.0,0.0450677009701245,False
1431.T,Ｌｉｂ　Ｗｏｒｋ,0.009770992366412214,0.00847279956435694,0.1532188731946953,15239568384.0,40.91264885898283,6,148.86363,3.2569404,144.47,2026-09-24,,2021,5.125,0.0061416446043961095,False,2022,6.2,0.008302659723590141,False,2023,6.4,0.008625999650871826,False,2024,6.4,0.009474043904696491,False,2025,6.4,0.009819649938230124,False
1433.T,ベステラ,0.020833333333333332,0.019370726393553785,0.07550604505292458,10645747712.0,64.76598059756635,9,17.717407,2.0269895,44.28,2026-09-24,,2021,16.0,0.01353602813947256,False,2022,20.0,0.02382217525510803,False,2023,20.0,0.02004571460452169,False,2024,20.0,0.019648298573549595,False,2025,25.0,0.019801415395117036,False
1434.T,ＪＥＳＣＯホールディングス,0.02447980416156671,0.033013595317788066,-0.2584932381364493,11370221568.0,42.36105204590327,4,7.4309883,1.3542432,13.639999999999999,2026-09-24,,2021,12.0,0.028591447171525123,False,2022,15.0,0.03911054074905852,False,2023,30.0,0.03762156283792969,False,2024,30.0,0.03213729697688281,False,2025,40.0,0.027607128853544216,False
1435.T,ｒｏｂｏｔ　ｈｏｍｅ,0.011111111111111112,0.011272701425194135,-0.014334657504710746,15994260480.0,70.09987407422199,4,7.887818,1.4383316,8.76,2026-09-24,,2021,1.0,0.004550708499817447,False,2022,2.0,0.012802853135825777,False,2023,2.0,0.012139471667357434,False,2024,2.0,0.015435814570965213,False,2025,2.0,0.011434659252004807,False
1436.T,グリーンエナジー＆カンパニー,0.0024761902857142856,0.010507025193428374,-0.7643300325135776,21643466752.0,34.367894032867824,6,45.137993,3.712252,12.9,2026-09-24,,2021,3.333333,0.010968498542409312,False,2022,3.333333,0.015613179216639817,False,2023,4.0,0.015135146120579559,False,2024,4.0,0.005459719986077447,False,2025,4.333333,0.005358582101435739,False
1438.T,岐阜造園,0.015618221258134491,0.012948967129585131,0.20613645102633593,7491741184.0,71.74932608629038,3,14.988945,1.6483477,24.709999999999997,2026-09-24,,2021,0.0,0.0,True,2022,10.0,0.010714896957077827,False,2023,25.0,0.017810482895414027,False,2024,30.0,0.016165698408689064,False,2025,36.0,0.02005375738674474,False
143A.T,イシン,0.0,0.0,0.0,1368351616.0,57.68923305387313,0,295.0,1.1197642,0.0,2026-09-24,no_dividend_history,2021,0.0,0.0,True,2022,0.0,0.0,True,2023,0.0,0.0,True,2024,0.0,0.0,True,2025,0.0,0.0,True
1443.T,技研ホールディングス,0.004044117647058824,0.004896191019212575,-0.1740278042278639,4415630848.0,70.70729216931431,7,7.199577,0.3390118,2.91,2026-09-24,,2021,1.0,0.004944901426797523,False,2022,1.0,0.0049210134392264305,False,2023,1.0,0.004828563736584519,False,2024,1.0,0.00545638302982952,False,2025,1.1,0.004330093463624881,False
1444.T,ニッソウ,0.0,0.0,0.0,3031913216.0,54.24336375922353,0,,1.9262549,0.0,2026-09-24,no_dividend_history,2021,0.0,0.0,True,2022,0.0,0.0,True,2023,0.0,0.0,True,2024,0.0,0.0,True,2025,0.0,0.0,True
1446.T,キャンディル,0.014842300556586271,0.012803980886228954,0.1591942137737481,5019491328.0,47.14734524375009,6,19.536064,1.620234,28.98,2026-09-24,,2021,6.0,0.012471512064269696,False,2022,6.0,0.012606687607707131,False,2023,6.0,0.01060814346374488,False,2024,8.0,0.014073311741055874,False,2025,8.0,0.0142602495543672,False
1447.T,ＳＡＡＦホールディングス,0.0,0.0,0.0,7646609408.0,14.22836935794999,0,16.631357,4.570597,10.6000006,2026-09-24,no_dividend_history,2021,0.0,0.0,True,2022,0.0,0.0,True,2023,0.0,0.0,True,2024,0.0,0.0,True,2025,0.0,0.0,True
1450.T,ＴＡＮＡＫＥＮ,0.03642384105960265,0.039326272270816025,-0.07380387317735349,13135112192.0,76.5717803347861,6,8.745005,1.4238608,31.85,2026-09-24,,2021,34.0,0.04030054091345269,False,2022,36.5,0.036842937952238045,False,2023,40.0,0.044438435177968694,False,2024,40.0,0.03483547499001489,False,2025,55.0,0.04021397232040583,False
145A.T,Ｌ　ｉｓ　Ｂ,0.0,0.0,0.0,4571126272.0,53.93850710997311,0,23.91597,2.310695,0.0,2026-09-24,no_dividend_history,2021,0.0,0.0,True,2022,0.0,0.0,True,2023,0.0,0.0,True,2024,0.0,0.0,True,2025,0.0,0.0,True
146A.T,コロンビア・ワークス,0.020967741935483872,0.010687988836057361,0.9618042512120135,28437168128.0,26.050809695410976,1,5.7080603,1.5273149,11.97,2026-09-24,,2021,0.0,0.0,True,2022,0.0,0.0,True,2023,0.0,0.0,True,2024,57.5,0.030831248528112896,False,2025,78.0,0.022608695652173914,False
147A.T,ソラコム,0.0,0.0,0.0,46060662784.0,73.11019837680736,0,72.134674,3.9815905,0.0,2026-09-24,no_dividend_history,2021,0.0,0.0,True,2022,0.0,0.0,True,2023,0.0,0.0,True,2024,0.0,0.0,True,2025,0.0,0.0,True
148A.T,ハッチ・ワーク,0.0,0.0,0.0,3372573696.0,35.621704181624814,0,20.578928,3.1209288,0.0,2026-09-24,no_dividend_history,2021,0.0,0.0,True,2022,0.0,0.0,True,2023,0.0,0.0,True,2024,0.0,0.0,True,2025,0.0,0.0,True
1491.T,中外鉱業,0.02702702702702703,0.02304786239275604,0.172647882326894,10633560064.0,53.310407518565405,1,7.036227,1.277995,32.34,2026-09-24,,2021,0.0,0.0,True,2022,20.0,0.03941194794947939,False,2023,20.0,0.0368340272311913,False,2024,10.0,0.016392376504393746,False,2025,20.0,0.022600960278715748,False
149A.T,シンカ,0.0,0.0,0.0,2738525184.0,81.85342486627569,0,,2.8040485,0.0,2026-09-24,no_dividend_history,2021,0.0,0.0,True,2022,0.0,0.0,True,2023,0.0,0.0,True,2024,0.0,0.0,True,2025,0.0,0.0,True
150A.T,ＪＳＨ,0.0,0.0,0.0,4279151872.0,51.16751807399289,0,,2.2409456,0.0,2026-09-24,no_dividend_history,2021,0.0,0.0,True,2022,0.0,0.0,True,2023,0.0,0.0,True,2024,0.0,0.0,True,2025,0.0,0.0,True
1514.T,住石ホールディングス,0.046801872074883,0.037341254482820364,0.25335564439633895,37349728256.0,90.55326022801404,0,14.538444,1.3677642,45.340002,2026-09-24,,2021,3.0,0.024827979160499912,False,2022,5.0,0.014329197392652806,False,2023,7.5,0.007554386603849516,False,2024,60.0,0.08224627095688597,False,2025,30.0,0.05774843830021363,False
1515.T,日鉄鉱業,0.015328244274809161,0.03954466471384103,-0.6123814834256485,257683259392.0,50.676520237619684,1,18.354538,1.6048069,40.03,2026-09-24,,2021,18.0,0.03294267671312263,False,2022,33.5,0.06009852907168235,False,2023,38.8,0.04063388427887293,False,2024,35.0,0.04119317396120741,False,2025,50.2,0.02285505954431978,False
1518.T,三井松島ホールディングス,0.017105263157894738,0.05447032045277026,-0.6859709468255057,84423745536.0,43.504193994731125,1,15.372168,1.4572657,43.16,2026-09-24,,2021,10.0,0.03376674954125632,False,2022,32.0,0.0642144190942265,False,2023,56.0,0.11698700672101768,False,2024,22.0,0.028932188817913863,False,2025,39.0,0.028451238089436955,False
151A.T,ダイブグループ,0.0,0.0,0.0,5250484224.0,51.18512364823101,0,9.484067,1.8911942,0.0,2026-09-24,no_dividend_history,2021,0.0,0.0,True,2022,0.0,0.0,True,2023,0.0,0.0,True,2024,0.0,0.0,True,2025,0.0,0.0,True
153A.T,カウリス,0.0027697634160415464,0.0008170212765957446,2.3900750144258516,10998310912.0,75.91096577471444,0,36.149353,7.229961,10.0200005,2026-09-24,,2021,0.0,0.0,True,2022,0.0,0.0,True,2023,0.0,0.0,True,2024,0.0,0.0,True,2025,4.8,0.004085106382978723,False
155A.T,情報戦略テクノロジー,0.0,0.0,0.0,8355174912.0,42.71421292686969,0,21.3214,4.301875,0.0,2026-09-24,no_dividend_history,2021,0.0,0.0,True,2022,0.0,0.0,True,2023,0.0,0.0,True,2024,0.0,0.0,True,2025,0.0,0.0,True
156A.T,マテリアルグループ,0.02981651376146789,0.015623990383386433,0.9083801916041176,8234201600.0,55.38893248942765,1,13.542476,3.5319514,40.400000000000006,2026-09-24,,2021,0.0,0.0,True,2022,0.0,0.0,True,2023,0.0,0.0,True,2024,25.06,0.0441833908139302,False,2025,26.0,0.03393656110300197,False
157A.T,グリーンモンスター,0.01335113484646195,0.00641999514461227,1.0796175924940332,2482860032.0,78.5581548809497,1,,1.8664572,101.42,2026-09-24,,2021,0.0,0.0,True,2022,0.0,0.0,True,2023,0.0,0.0,True,2024,10.0,0.018983055560544117,False,2025,10.0,0.013116920162517231,False
1605.T,ＩＮＰＥＸ,0.02608242044861763,0.0460267797100236,-0.433320762109771,4433342103552.0,61.370866007566974,5,10.357403,0.8732759,28.63,2026-09-24,,2021,48.0,0.05742394010628838,False,2022,62.0,0.05108454480901028,False,2023,74.0,0.04285393849855269,False,2024,86.0,0.04624843606471047,False,2025,100.0,0.03252303907155617,False
160A.T,アズパートナーズ,0.027582748244734202,0.0044002982233366204,5.268381560697718,7153275392.0,21.21169742008081,0,6.0898514,1.3847752,21.370001,2026-09-24,,2021,0.0,0.0,True,2022,0.0,0.0,True,2023,0.0,0.0,True,2024,0.0,0.0,True,2025,55.0,0.022001491116683102,False
1662.T,石油資源開発,0.026609898882384245,0.04816812190137455,-0.4475620424464818,481022672896.0,72.76021194940114,0,9.002491,0.81333226,31.14,2026-09-24,,2021,10.0,0.025065285016263598,False,2022,35.0,0.05428570103236931,False,2023,69.0,0.07316322601976986,False,2024,60.0,0.05593206220803286,False,2025,50.0,0.03239433523043714,False
1663.T,Ｋ＆Ｏエナジーグループ,0.013960703205791106,0.016469722516853153,-0.15234132259937083,103317897216.0,82.52212908830504,9,14.090049,0.9362321,21.86,2026-09-24,,2021,15.0,0.022430940386325853,False,2022,16.0,0.01652916115944741,False,2023,19.0,0.017747640924522013,False,2024,21.0,0.01139642208311163,False,2025,27.0,0.014244448030858848,False
166A.T,タスキホールディングス,0.03308823529411765,0.01325016822728613,1.497193599850219,67152039936.0,38.34985579116227,1,11.915453,2.0799043,56.93,2026-09-24,,2021,0.0,0.0,True,2022,0.0,0.0,True,2023,0.0,0.0,True,2024,16.0,0.020291137071219458,False,2025,36.0,0.04595970406521119,False
167A.T,リョーサン菱洋ホールディングス,0.042042042042042045,0.06284379081701016,-0.33100722449317355,133536145408.0,54.58162882865641,0,17.955353,0.96489716,75.49,2026-09-24,,2021,180.0,0.09363226198339414,False,2022,110.0,0.05583797172930035,False,2023,140.0,0.044176112497478,False,2024,170.0,0.07447081572237718,False,2025,140.0,0.04610179215250123,False
168A.T,イタミアート,0.019011406844106463,0.0027981142786487347,5.794363971898765,1546439936.0,26.22416404456111,0,,1.1618634,19.469998999999998,2026-09-24,,2021,0.0,0.0,True,2022,0.0,0.0,True,2023,0.0,0.0,True,2024,0.0,0.0,True,2025,20.0,0.013990571393243674,False
1711.T,ＳＤＳホールディングス,0.0,0.0,0.0,2566435072.0,10.364743420340853,0,,4.779205,0.0,2026-09-24,no_dividend_history,2021,0.0,0.0,True,2022,0.0,0.0,True,2023,0.0,0.0,True,2024,0.0,0.0,True,2025,0.0,0.0,True
1716.T,第一カッター興業,0.029239766081871343,0.025747815131889045,0.13562125299157768,15388077056.0,86.43659488136177,6,9.621607,0.76084536,31.64,2026-09-24,,2021,14.0,0.012013117979590647,False,2022,28.0,0.029456942837919907,False,2023,35.0,0.02897781446719813,False,2024,38.0,0.028804551344147934,False,2025,40.0,0.02948664903058862,False
1717.T,明豊ファシリティワークス,0.045454545454545456,0.038668234709652825,0.17550091944586632,10994342912.0,71.33578569422836,4,11.784724,1.8845297,55.439997,2026-09-24,,2021,12.0,0.017793983380407937,False,2022,28.0,0.0461069890553792,False,2023,31.5,0.04429379345680935,False,2024,37.5,0.04441623126976419,False,2025,42.5,0.04073017638590345,False
1718.T,美樹工業,0.04908835904628331,0.046970002068060235,0.045100210452482914,7660251136.0,44.300266606080655,1,4.957862,0.4375286,20.86,2026-09-24,,2021,160.0,0.04738672370581302,False,2022,150.0,0.04556628006278713,False,2023,230.0,0.055325755875337106,False,2024,200.0,0.045090412551955526,False,2025,350.0,0.04148083814440841,False
1719.T,安藤・間,0.041884816753926704,0.0510113465388257,-0.17891175991507346,299646681088.0,50.600984024782846,9,10.072246,1.3888767,42.180002,2026-09-24,,2021,35.0,0.050330283709941546,False,2022,40.0,0.056509797425793165,False,2023,50.0,0.050741933537729836,False,2024,60.0,0.05426989534562113,False,2025,80.0,0.04320482267504279,False
1720.T,東急建設,0.031122031122031123,0.04632742608619799,-0.3282158377604515,129759576064.0,35.851812294715444,3,9.674353,1.1714556,31.7,2026-09-24,,2021,30.0,0.0543174120723631,False,2022,23.0,0.042108382555245516,False,2023,36.0,0.050097264408259276,False,2024,38.0,0.0556632645717186,False,2025,38.0,0.029450806823403484,False
1721.T,コムシスホールディングス,0.02145539066690506,0.03735261769515713,-0.42559874003993003,640136511488.0,70.87230360485691,9,18.051836,1.6225535,41.970003,2026-09-24,,2021,90.0,0.0410445289270737,False,2022,100.0,0.048531581962507696,False,2023,100.0,0.03484813241745816,False,2024,110.0,0.03562342053307204,False,2025,120.0,0.02671542463567405,False
1723.T,日本電技,0.0138671875,0.03441976561263253,-0.5971155743457315,163156000768.0,76.68865284210871,1,19.323671,3.4649847,30.19,2026-09-24,,2021,13.75,0.03162377145199407,False,2022,14.25,0.04199979708157249,False,2023,27.25,0.05113132453292092,False,2024,23.75,0.02919776163500262,False,2025,35.5,0.018146173361672586,False
1724.T,シンクレイヤ,0.039160839160839164,0.03648631333867166,0.07330216668760525,3202573056.0,63.217922606924645,6,9.851198,0.512822,38.56,2026-09-24,,2021,17.0,0.01921921921921922,False,2022,17.0,0.033164676847179074,False,2023,25.0,0.04277604412031472,False,2024,28.0,0.04662791442252279,False,2025,28.0,0.040643712084122506,False
1736.T,オーテック,0.0342529644142343,0.03800452512782504,-0.09871352690166957,38751375360.0,67.47639175471181,4,10.688034,1.4567088,35.029998,2026-09-24,,2021,25.0,0.03893886275324758,False,2022,28.333332,0.04581839316758973,False,2023,28.333332,0.03041264235293023,False,2024,41.666668,0.03807293520302671,False,2025,85.666664,0.036779792162330974,False
173A.T,ハンモック,0.01876172607879925,0.004028029024230621,3.6577931702919795,6745382912.0,45.15404745240565,0,9.964479,2.0970492,24.93,2026-09-24,,2021,0.0,0.0,True,2022,0.0,0.0,True,2023,0.0,0.0,True,2024,0.0,0.0,True,2025,30.0,0.020140145121153103,False
1758.T,太洋基礎工業,0.02034174125305126,0.020416881038223162,-0.003680277366128082,4917787136.0,76.31996074815078,9,9.594816,0.4992456,23.419999999999998,2026-09-24,,2021,33.333332,0.022337747553611616,False,2022,33.333332,0.020603739574657005,False,2023,33.333332,0.01852871349591104,False,2024,35.0,0.020922269885314263,False,2025,50.0,0.019691934681621896,False
175A.T,Ｗｉｌｌ　Ｓｍａｒｔ,0.0,0.0,0.0,1386276480.0,0.7279642631564494,0,,4.7776146,0.0,2026-09-24,no_dividend_history,2021,0.0,0.0,True,2022,0.0,0.0,True,2023,0.0,0.0,True,2024,0.0,0.0,True,2025,0.0,0.0,True
1762.T,高松コンストラクショングループ,0.020306965761511215,0.032195744215104086,-0.36926552696413373,147456212992.0,46.66353174426659,0,12.910799,1.0013051,39.61,2026-09-24,,2021,63.0,0.037065948525405165,False,2022,63.0,0.03696041652656906,False,2023,74.0,0.029039845764142654,False,2024,96.0,0.035979967696208204,False,2025,86.0,0.021932542563195313,False
1764.T,工藤建設,0.04315750645518259,0.04839451351152892,-0.10821489206826562,3378675968.0,,3,6.4202147,0.5709152,30.070000000000004,2026-09-24,,2021,105.0,0.06094044937205109,False,2022,100.0,0.05169263077125001,False,2023,100.0,0.04621291585559953,False,2024,100.0,0.04109544235892655,False,2025,117.0,0.0420311291998174,False
1766.T,東建コーポレーション,0.02507598784194529,0.0274981104527305,-0.08808323811735586,146087968768.0,53.95120005935379,9,10.628074,1.264437,29.07,2026-09-24,,2021,220.0,0.026681510783698317,False,2022,250.0,0.03747923178408683,False,2023,250.0,0.02930510946030749,False,2024,250.0,0.020929259104227712,False,2025,330.0,0.02309544113133215,False
1768.T,ソネック,0.029069767441860465,0.031307759232270485,-0.07148361445501372,7539139584.0,66.16625541972896,9,5.516651,0.7338077,26.72,2026-09-24,,2021,20.0,0.02363989616279497,False,2022,30.0,0.03670337776065936,False,2023,30.0,0.03522444475562683,False,2024,30.0,0.03819028164866526,False,2025,30.0,0.022780795833606014,False
1770.T,藤田エンジニアリング,0.027896995708154508,0.04176884330892806,-0.33210992935991723,21398751232.0,64.92125221989606,8,11.6255865,0.9613528,29.930001,2026-09-24,,2021,30.0,0.03965391247579919,False,2022,33.0,0.044372777553089236,False,2023,44.0,0.04025750201512002,False,2024,65.0,0.046955316171938925,False,2025,65.0,0.03760470832869289,False
177A.T,コージンバイオ,0.02877697841726619,0.0032508436389646865,7.852157043896133,4263074304.0,66.76676702532468,0,16.978828,0.7248896,20.36,2026-09-24,,2021,0.0,0.0,True,2022,0.0,0.0,True,2023,0.0,0.0,True,2024,0.0,0.0,True,2025,24.0,0.016254218194823433,False
1780.T,ヤマウラ,0.019918973666441592,0.009378574818834761,1.1238806589716392,27362781184.0,72.709625141717,9,8.852891,1.0542268,17.940001,2026-09-24,,2021,5.0,0.005463863101949536,False,2022,5.0,0.0052406127013209,False,2023,5.0,0.00370991473808011,False,2024,15.0,0.012405724119027512,False,2025,29.5,0.020072759433795752,False
1783.T,ｆａｎｔａｓｉｓｔａ,0.0,0.0,0.0,13144983552.0,69.03493230335734,0,,1.6998726,0.0,2026-09-24,no_dividend_history,2021,0.0,0.0,True,2022,0.0,0.0,True,2023,0.0,0.0,True,2024,0.0,0.0,True,2025,0.0,0.0,True
1786.T,オリエンタル白石,0.04107648725212465,0.03723522695877681,0.10316199489264566,45407211520.0,64.18474846566473,0,13.488728,0.86418575,55.38999999999999,2026-09-24,,2021,0.0,0.0,True,2022,11.0,0.04527083273675226,False,2023,20.0,0.06460271685101186,False,2024,15.0,0.04057134678348758,False,2025,14.5,0.03573123842263235,False
